invoice_month,account_id,subscription,service,resource_group,resource_id,region,usage_qty,unit_cost,cost,raw_json
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0201,westeurope,31.451,9.117,286.73,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0202,eastus,30.181,9.092,274.41,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0203,southeastasia,34.729,2.22,77.1,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0204,southeastasia,44.734,3.989,178.44,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0205,westeurope,0.51,505.922,258.02,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0206,westeurope,1.818,156.755,284.98,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0207,eastus,49.38,4.689,231.56,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0208,southeastasia,36.39,0.631,22.96,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0209,westeurope,33.269,8.377,278.68,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0210,westeurope,21.953,7.452,163.59,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0211,southeastasia,6.105,24.298,148.34,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0212,southeastasia,37.547,1.381,51.87,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0213,eastus,1.162,137.9,160.24,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0214,southeastasia,40.901,3.122,127.7,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0215,eastus,5.716,25.063,143.26,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0216,southeastasia,7.177,1.292,9.27,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0217,westeurope,0.754,15.902,11.99,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0218,westeurope,46.717,2.934,137.07,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0219,eastus,30.469,10.038,305.86,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0220,southeastasia,11.413,15.511,177.03,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0221,southeastasia,16.037,8.778,140.77,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0222,eastus,18.481,0.207,3.82,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0223,eastus,41.604,2.84,118.15,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0224,westeurope,45.959,4.883,224.43,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0225,southeastasia,0.314,28.694,9.01,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0226,eastus,9.365,26.99,252.76,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0227,eastus,17.831,0.459,8.18,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0228,southeastasia,24.833,11.695,290.41,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0229,eastus,19.813,14.71,291.45,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0230,southeastasia,30.45,5.039,153.43,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0231,southeastasia,22.877,9.089,207.93,{}
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0232,southeastasia,16.431,6.087,100.01,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0233,westeurope,2.352,101.229,238.09,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0234,eastus,10.533,18.982,199.94,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0235,westeurope,3.015,5.977,18.02,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0236,westeurope,23.282,7.323,170.49,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0237,southeastasia,11.001,0.921,10.13,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0238,eastus,45.886,1.502,68.92,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0239,eastus,10.001,4.858,48.58,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0240,eastus,7.722,1.582,12.22,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0241,southeastasia,14.069,20.934,294.52,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0242,southeastasia,14.629,2.898,42.39,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0243,southeastasia,45.793,0.258,11.83,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0244,westeurope,43.74,2.965,129.7,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0245,westeurope,8.069,17.25,139.19,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0246,southeastasia,47.361,3.55,168.14,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0247,eastus,25.106,11.134,279.53,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0248,eastus,32.791,2.051,67.24,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0249,eastus,13.997,9.613,134.56,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0250,eastus,47.82,3.676,175.79,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0251,eastus,23.529,1.756,41.32,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0252,southeastasia,3.704,49.584,183.66,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0253,westeurope,36.911,8.329,307.44,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0254,eastus,33.893,1.316,44.6,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0255,westeurope,5.058,4.089,20.68,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0256,eastus,7.547,36.827,277.93,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0257,westeurope,14.466,22.706,328.47,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0258,southeastasia,42.169,2.002,84.43,{}
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0259,southeastasia,30.63,7.78,238.3,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0260,westeurope,17.17,0.63,10.81,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0261,westeurope,8.46,39.236,331.94,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0262,southeastasia,32.609,2.295,74.85,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0263,eastus,31.263,7.795,243.68,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0264,eastus,26.399,4.987,131.65,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0265,southeastasia,38.534,0.837,32.25,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0266,westeurope,40.751,1.197,48.77,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0267,westeurope,9.031,42.713,385.74,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0268,southeastasia,21.254,10.228,217.39,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0269,eastus,38.83,1.278,49.63,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0270,eastus,48.065,0.689,33.14,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0271,westeurope,14.898,3.436,51.19,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0272,southeastasia,45.563,3.504,159.63,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0273,eastus,13.532,10.269,138.96,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0274,southeastasia,46.72,3.846,179.69,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0275,eastus,45.603,2.724,124.21,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0276,westeurope,9.253,24.422,225.98,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0277,eastus,8.338,23.508,196.01,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0278,southeastasia,42.178,3.442,145.16,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0279,westeurope,49.984,4.965,248.15,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0280,eastus,12.379,7.379,91.35,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0281,eastus,16.962,10.041,170.32,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0282,eastus,36.787,8.851,325.62,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0283,westeurope,6.359,3.719,23.65,{}
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0284,westeurope,23.803,2.886,68.7,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0285,southeastasia,35.357,8.425,297.87,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0286,westeurope,6.422,37.924,243.55,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0287,southeastasia,32.197,1.477,47.57,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0288,southeastasia,10.816,12.547,135.71,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0289,westeurope,29.355,2.453,72.01,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0290,westeurope,1.318,94.15,124.09,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0291,southeastasia,49.627,3.006,149.17,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0292,westeurope,1.043,41.419,43.2,{}
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0293,westeurope,8.727,6.148,53.65,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0294,southeastasia,9.208,31.586,290.84,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0295,westeurope,46.455,1.419,65.9,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0296,westeurope,15.364,22.214,341.29,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0297,eastus,11.39,22.679,258.31,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0298,westeurope,38.762,0.369,14.3,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0299,eastus,38.979,5.363,209.06,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0300,westeurope,12.452,17.339,215.9,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0301,westeurope,49.394,0.325,16.03,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0302,westeurope,26.931,6.214,167.35,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0303,eastus,15.518,0.733,11.37,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0304,southeastasia,15.31,6.69,102.42,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0305,southeastasia,26.154,5.479,143.31,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0306,southeastasia,29.161,5.352,156.06,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0307,southeastasia,40.981,3.855,157.98,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0308,westeurope,29.041,1.564,45.41,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0309,eastus,47.801,2.868,137.11,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0310,southeastasia,39.653,0.898,35.59,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0311,southeastasia,27.979,1.544,43.2,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0312,southeastasia,7.204,23.956,172.58,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0313,southeastasia,33.845,2.509,84.91,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0314,westeurope,48.252,6.046,291.73,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0315,westeurope,49.475,6.851,338.93,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0316,southeastasia,8.587,7.615,65.39,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0317,eastus,23.52,1.268,29.82,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0318,eastus,0.237,603.249,142.97,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0319,southeastasia,16.434,16.722,274.81,{}
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0320,eastus,17.99,22.832,410.75,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0321,eastus,14.633,21.627,316.47,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0322,southeastasia,19.648,13.57,266.62,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0323,southeastasia,0.942,204.512,192.65,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0324,eastus,46.193,2.239,103.42,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0325,westeurope,17.323,3.794,65.73,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0326,eastus,12.978,13.816,179.31,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0327,eastus,11.83,17.889,211.63,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0328,southeastasia,6.282,25.626,160.98,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0329,southeastasia,15.088,20.397,307.75,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0330,eastus,11.768,15.379,180.98,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0331,eastus,30.408,0.653,19.86,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0332,westeurope,19.226,0.776,14.92,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0333,eastus,22.33,4.629,103.36,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0334,westeurope,33.948,5.326,180.81,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0335,eastus,22.325,0.976,21.8,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0336,westeurope,15.489,25.516,395.21,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0337,southeastasia,14.237,2.687,38.25,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0338,eastus,39.638,2.91,115.33,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0339,westeurope,38.854,2.123,82.47,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0340,eastus,11.633,17.247,200.64,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0341,southeastasia,14.69,11.24,165.11,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0342,westeurope,18.163,3.072,55.8,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0343,westeurope,37.921,5.836,221.31,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0344,westeurope,32.48,4.568,148.38,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0345,westeurope,32.449,5.377,174.47,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0346,eastus,11.262,11.91,134.13,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0347,westeurope,11.935,2.538,30.29,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0348,southeastasia,36.228,1.681,60.91,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0349,eastus,0.403,517.32,208.48,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0350,westeurope,0.951,112.345,106.84,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0351,eastus,28.156,6.897,194.19,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0352,eastus,20.604,4.48,92.31,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0353,eastus,14.833,5.611,83.23,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0354,southeastasia,26.487,0.787,20.85,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0355,eastus,46.705,1.174,54.83,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0356,southeastasia,44.188,0.174,7.69,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0357,southeastasia,48.678,1.223,59.51,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0358,westeurope,33.227,3.841,127.62,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0359,eastus,24.392,7.543,184.0,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0360,eastus,20.618,0.517,10.65,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0361,eastus,11.09,2.54,28.17,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0362,eastus,20.757,13.414,278.43,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0363,southeastasia,31.554,3.649,115.15,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0364,westeurope,44.787,5.16,231.09,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0365,eastus,4.17,1.748,7.29,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0366,eastus,25.849,3.893,100.64,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0367,southeastasia,7.651,22.844,174.78,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0368,southeastasia,6.177,58.436,360.96,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0369,southeastasia,10.412,20.319,211.56,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0370,westeurope,0.387,426.072,164.89,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0371,southeastasia,45.139,8.735,394.27,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0372,westeurope,47.541,3.735,177.58,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0373,southeastasia,21.56,10.244,220.87,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0374,eastus,29.733,8.498,252.68,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0375,southeastasia,20.001,11.658,233.18,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0376,southeastasia,20.537,11.683,239.94,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0377,southeastasia,21.539,4.378,94.29,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0378,eastus,7.128,9.888,70.48,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0379,westeurope,44.711,0.763,34.11,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0380,westeurope,13.783,7.054,97.22,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0381,eastus,14.608,23.217,339.16,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0382,southeastasia,11.642,6.31,73.46,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0383,eastus,21.74,0.879,19.12,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0384,westeurope,46.876,0.947,44.37,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0385,southeastasia,17.727,14.837,263.01,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0386,southeastasia,3.95,52.678,208.08,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0387,westeurope,40.272,2.253,90.73,{}
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0388,southeastasia,19.169,5.358,102.71,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0389,westeurope,43.833,5.622,246.41,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0390,eastus,12.699,2.566,32.59,{}
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0391,westeurope,12.221,13.508,165.08,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0392,westeurope,22.443,12.275,275.48,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0393,eastus,2.809,87.718,246.4,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0394,eastus,38.353,6.107,234.23,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0395,eastus,7.448,9.19,68.45,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0396,westeurope,16.106,6.249,100.65,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0397,eastus,1.777,10.096,17.94,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0398,eastus,0.325,739.046,240.19,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0399,eastus,27.645,5.461,150.98,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0400,westeurope,4.106,52.606,216.0,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0401,westeurope,19.967,2.498,49.87,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0402,southeastasia,1.891,142.121,268.75,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0403,westeurope,31.609,3.099,97.97,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0404,westeurope,23.42,7.016,164.32,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0405,westeurope,0.907,360.121,326.63,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0406,westeurope,9.426,27.853,262.54,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0407,southeastasia,38.632,4.469,172.66,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0408,southeastasia,38.714,3.715,143.83,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0409,westeurope,33.897,4.061,137.67,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0410,southeastasia,15.531,10.17,157.95,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0411,eastus,45.848,3.339,153.07,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0412,eastus,6.563,36.825,241.68,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0413,southeastasia,47.598,7.134,339.57,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0414,eastus,37.951,2.335,88.61,{}
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0415,westeurope,27.025,2.881,77.85,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0416,westeurope,29.267,6.191,181.2,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0417,southeastasia,19.459,12.829,249.64,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0418,eastus,20.242,0.888,17.98,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0419,eastus,44.386,2.166,96.16,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0420,eastus,12.056,9.881,119.13,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0421,eastus,12.011,18.178,218.33,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0422,eastus,44.247,1.138,50.36,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0423,westeurope,43.339,3.45,149.5,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0424,eastus,5.596,10.063,56.31,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0425,eastus,33.619,7.602,255.58,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0426,southeastasia,45.548,4.677,213.02,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0427,westeurope,5.087,2.329,11.85,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0428,southeastasia,24.165,3.621,87.5,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0429,southeastasia,3.275,32.366,106.0,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0430,eastus,11.532,0.991,11.43,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0431,eastus,30.325,8.526,258.55,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0432,westeurope,25.153,0.972,24.46,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0433,westeurope,3.347,21.751,72.8,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0434,southeastasia,46.581,3.924,182.77,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0435,eastus,13.251,28.433,376.76,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0436,southeastasia,21.799,7.006,152.72,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0437,southeastasia,36.751,3.229,118.67,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0438,eastus,1.333,80.788,107.69,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0439,westeurope,48.216,2.842,137.01,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0440,southeastasia,3.126,90.912,284.19,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0441,southeastasia,14.719,21.007,309.2,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0442,southeastasia,20.009,10.017,200.44,{}
2025-05-01,acct-1,sub-1,Storage,rg-dev,res-0443,westeurope,36.419,2.456,89.46,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0444,westeurope,1.775,51.972,92.25,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0445,westeurope,37.262,0.828,30.86,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0446,westeurope,7.6,9.812,74.57,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0447,southeastasia,3.537,18.306,64.75,{}
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0448,eastus,26.348,9.544,251.46,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0449,eastus,26.479,9.596,254.08,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0450,eastus,13.373,7.914,105.83,{}
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0451,southeastasia,20.209,14.011,283.14,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0452,westeurope,16.997,1.618,27.5,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0453,westeurope,42.633,6.1,260.08,{}
2025-05-01,acct-1,sub-1,Networking,rg-staging,res-0454,westeurope,27.513,0.963,26.49,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0455,westeurope,37.971,1.488,56.49,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0456,southeastasia,19.595,2.646,51.84,{}
2025-05-01,acct-1,sub-1,DB,rg-staging,res-0457,westeurope,16.037,6.411,102.81,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0458,westeurope,34.328,0.651,22.34,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0459,eastus,38.867,0.873,33.92,{}
2025-05-01,acct-1,sub-1,DB,rg-dev,res-0460,eastus,7.174,2.2,15.78,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0461,eastus,22.839,5.879,134.27,{}
2025-05-01,acct-1,sub-1,Compute,rg-staging,res-0462,southeastasia,10.207,18.288,186.67,{}
2025-05-01,acct-1,sub-1,Storage,rg-staging,res-0463,southeastasia,8.006,15.325,122.69,{}
2025-05-01,acct-1,sub-1,DB,rg-prod,res-0464,eastus,26.657,4.199,111.93,{}
2025-05-01,acct-1,sub-1,Networking,rg-prod,res-0465,southeastasia,25.818,5.691,146.94,{}
2025-05-01,acct-1,sub-1,Storage,rg-prod,res-0466,westeurope,18.744,2.88,53.98,{}
2025-05-01,acct-1,sub-1,Compute,rg-dev,res-0467,westeurope,24.56,12.759,313.35,{}
2025-05-01,acct-1,sub-1,Networking,rg-dev,res-0468,southeastasia,33.7,4.882,164.52,{}
2025-05-01,acct-1,sub-1,Compute,rg-prod,res-0469,eastus,10.976,2.787,30.59,{}
